,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster_Neighborhood,TotalSF,TotalBath,TotalPorchSF
48,49,190,RM,33.0,4456,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736.0,GasA,Gd,Y,SBrkr,0,2,3,TA,8,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,N,No,Unavailable,Unavailable,Unavailable,0,6,2009,New,Partial,2,2188.0,2.0,102
49,50,20,RL,66.0,7742,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,1,2007,WD,Normal,3,1910.0,2.0,0
50,51,60,RL,64.0,13869,Pave,Unavailable,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182.0,Unf,0.0,612.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1997.0,Fin,2.0,388.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,5,2264.0,3.0,75
51,52,50,RM,52.0,6240,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,GasA,TA,Y,SBrkr,360,3,1,TA,6,Typ,Yes,Gd,Detchd,1985.0,Unf,2.0,528.0,TA,TA,Y,No,Unavailable,MnPrv,Shed,400,9,2006,WD,Normal,5,1632.0,1.0,112
52,53,90,RM,110.0,8472,Grvl,Unavailable,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.0,GLQ,712.0,0.0,GasA,TA,N,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,CarPort,1963.0,Unf,2.0,516.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2010,WD,Normal,2,1632.0,2.0,106
53,54,20,RL,68.0,50271,Pave,Unavailable,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,GasA,Gd,Y,SBrkr,0,0,1,Gd,5,Typ,Yes,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2006,WD,Normal,3,3684.0,3.0,929
54,55,80,RL,60.0,7134,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Min1,Yes,TA,Detchd,1962.0,Unf,2.0,572.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,2,2007,WD,Normal,5,1744.0,1.0,50
55,56,20,RL,100.0,10175,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,0.0,935.0,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,Yes,Gd,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,5,2850.0,2.0,407
56,57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,1999.0,Fin,2.0,480.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2009,WD,Abnorml,4,2709.0,4.0,115
57,58,60,RL,89.0,11645,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2006,WD,Normal,4,2580.0,3.0,70
58,59,60,RL,66.0,13682,Pave,Unavailable,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,10,Typ,Yes,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2006,New,Partial,5,4355.0,4.0,229
59,60,20,RL,60.0,7200,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,1,2008,WD,Normal,4,1560.0,1.0,196
60,61,20,RL,63.0,13072,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,5,Typ,No,Unavailable,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2006,New,Partial,3,2316.0,3.0,50
61,62,75,RM,60.0,7200,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530.0,GasA,TA,N,SBrkr,0,3,1,Fa,6,Typ,No,Unavailable,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,No,Unavailable,Unavailable,Unavailable,0,3,2007,WD,Normal,2,1641.0,1.0,144
62,63,120,RL,44.0,6442,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,Yes,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,WD,Normal,5,2740.0,2.0,169
63,64,70,RM,50.0,10300,Pave,Unavailable,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,GasA,Gd,Y,SBrkr,0,3,1,TA,9,Typ,No,Unavailable,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,4,2010,WD,Normal,2,2286.0,2.0,87
64,65,60,RL,70.0,9375,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,No,Unavailable,Attchd,1998.0,RFn,2.0,645.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,2,2009,WD,Normal,4,3091.0,4.0,612
65,66,60,RL,76.0,9591,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,Yes,Gd,BuiltIn,2004.0,RFn,3.0,852.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2007,WD,Normal,5,3616.0,3.0,343
66,67,20,RL,73.0,19900,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912.0,Unf,0.0,1035.0,GasA,TA,Y,SBrkr,0,3,1,TA,7,Min1,Yes,Gd,Attchd,1970.0,RFn,2.0,576.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2010,WD,Normal,5,4154.0,3.0,301
67,68,20,RL,72.0,10665,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,4,2932.0,3.0,173
68,69,30,RM,47.0,4608,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2010,WD,Normal,2,1494.0,1.0,0
69,70,50,RL,81.0,15593,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701.0,GasW,TA,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,4,3591.0,2.0,135
70,71,20,RL,95.0,13651,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0.0,343.0,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,Yes,Gd,Attchd,1973.0,Fin,2.0,516.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,2,2007,WD,Normal,5,4446.0,3.0,300
71,72,20,RL,69.0,7599,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,0.0,280.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,3,1690.0,2.0,0
72,73,60,RL,74.0,10141,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,12,2009,WD,Normal,5,2550.0,3.0,385
73,74,20,RL,85.0,10200,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,404.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1989.0,Unf,2.0,490.0,TA,TA,Y,No,Unavailable,GdWo,Unavailable,0,5,2010,WD,Normal,5,2172.0,2.0,0
74,75,50,RM,60.0,5790,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,840.0,GasA,Gd,N,SBrkr,0,3,2,TA,8,Typ,No,Unavailable,Detchd,1915.0,Unf,1.0,379.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2010,WD,Normal,2,2445.0,2.0,202
75,76,180,RM,21.0,1596,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,BuiltIn,1973.0,Unf,1.0,297.0,TA,TA,Y,No,Unavailable,GdWo,Unavailable,0,11,2009,WD,Normal,3,1450.0,2.0,221
76,77,20,RL,73.0,8475,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,GasA,Ex,Y,FuseA,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1956.0,Unf,1.0,283.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2008,WD,Normal,5,1904.0,1.0,0
77,78,50,RM,50.0,8635,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,GasA,TA,Y,SBrkr,0,2,1,TA,6,Min1,No,Unavailable,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,1,2008,WD,Normal,5,1957.0,2.0,0
78,79,90,RL,72.0,10778,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,GasA,TA,N,SBrkr,0,4,2,TA,8,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,4,2010,WD,Normal,3,3536.0,2.0,0
79,80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,440.0,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Detchd,1966.0,Unf,2.0,440.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,5,2009,WD,Normal,2,1670.0,2.0,202
80,81,60,RL,100.0,13000,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,Yes,Gd,Attchd,1968.0,Fin,1.0,509.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Normal,5,3038.0,3.0,324
81,82,120,RM,32.0,4500,Pave,Unavailable,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,36.0,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2006,WD,Normal,3,2574.0,3.0,199
82,83,20,RL,78.0,10206,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2008,WD,Normal,4,3126.0,2.0,243
83,84,20,RL,80.0,8892,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,No,Unavailable,Detchd,1974.0,Unf,2.0,461.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,COD,Normal,5,2130.0,2.0,74
84,85,80,RL,64.0,8530,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,No,Unavailable,Unavailable,Shed,700,5,2009,WD,Normal,5,1858.0,3.0,192
85,86,60,RL,121.0,16059,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,Yes,TA,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2006,WD,Normal,5,3705.0,3.0,209
86,87,60,RL,122.0,11911,Pave,Unavailable,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,684.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,Gd,BuiltIn,2005.0,Fin,2.0,400.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2009,WD,Normal,5,2244.0,3.0,138
87,88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,No,Unavailable,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,New,Partial,4,1836.0,3.0,234
88,89,50,C (all),105.0,8470,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1013.0,GasA,TA,N,SBrkr,513,2,1,Fa,6,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,N,No,Unavailable,MnPrv,Unavailable,0,10,2009,ConLD,Abnorml,2,2026.0,1.0,156
89,90,20,RL,60.0,8070,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,402.0,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,8,2007,WD,Normal,4,1980.0,2.0,0
90,91,20,RL,60.0,7200,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,Unavailable,Unavailable,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,GasA,TA,Y,FuseA,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,5,1040.0,1.0,29
91,92,20,RL,85.0,8500,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,GasA,TA,Y,SBrkr,0,2,1,TA,6,Typ,No,Unavailable,Attchd,1961.0,Unf,2.0,480.0,TA,TA,Y,No,Unavailable,GdWo,Unavailable,0,12,2006,WD,Abnorml,5,2470.0,1.0,0
92,93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2009,WD,Normal,2,1840.0,2.0,44
93,94,190,C (all),60.0,7200,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0.0,168.0,GasW,Ex,N,SBrkr,0,4,2,TA,9,Typ,Yes,Gd,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2007,WD,Normal,2,3505.0,3.0,99
94,95,60,RL,69.0,9337,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648.0,Unf,0.0,176.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,1997.0,RFn,2.0,684.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,4,2610.0,4.0,162
95,96,60,RL,64.0,9765,Pave,Unavailable,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,Yes,TA,BuiltIn,1993.0,Fin,2.0,420.0,TA,TA,Y,No,Unavailable,Unavailable,Shed,480,4,2009,WD,Normal,5,2150.0,3.0,295
96,97,20,RL,78.0,10264,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,No,Unavailable,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2006,WD,Normal,4,3176.0,2.0,187
